date,guest_name,category,artist,title,url,date_tidied,guest_name_disaggregated,guest_occupation_disaggregated
Last Friday,"Tom Kerridge, chef",song,Oasis,Slide Away,https://www.bbc.co.uk/programmes/m0001dfh,2018-12-14,Tom Kerridge, chef
Last Friday,"Tom Kerridge, chef",song,The Beatles,Here Comes The Sun,https://www.bbc.co.uk/programmes/m0001dfh,2018-12-14,Tom Kerridge, chef
Last Friday,"Tom Kerridge, chef",song,Michael Jackson,Don't Stop 'Til You Get Enough,https://www.bbc.co.uk/programmes/m0001dfh,2018-12-14,Tom Kerridge, chef
Last Friday,"Tom Kerridge, chef",song,Placebo,Black-Eyed,https://www.bbc.co.uk/programmes/m0001dfh,2018-12-14,Tom Kerridge, chef
Last Friday,"Tom Kerridge, chef",song,The Prodigy,Everybody in the Place (Fairground remix),https://www.bbc.co.uk/programmes/m0001dfh,2018-12-14,Tom Kerridge, chef
Last Friday,"Tom Kerridge, chef",song,I Am Kloot,Proof,https://www.bbc.co.uk/programmes/m0001dfh,2018-12-14,Tom Kerridge, chef
Last Friday,"Tom Kerridge, chef",song,The Rifles,Tangled Up In Love (Acoustic),https://www.bbc.co.uk/programmes/m0001dfh,2018-12-14,Tom Kerridge, chef
Last Friday,"Tom Kerridge, chef",song,The National,Fake Empire,https://www.bbc.co.uk/programmes/m0001dfh,2018-12-14,Tom Kerridge, chef
Fri 30 Nov 2018,"Kate Atkinson, novelist",song,Glenn Miller,In The Mood,https://www.bbc.co.uk/programmes/m000198c,2018-11-30,Kate Atkinson, novelist
Fri 30 Nov 2018,"Kate Atkinson, novelist",song,Kathleen Ferrier,The Keel Row,https://www.bbc.co.uk/programmes/m000198c,2018-11-30,Kate Atkinson, novelist
Fri 30 Nov 2018,"Kate Atkinson, novelist",song,The Everly Brothers,Wake Up Little Susie,https://www.bbc.co.uk/programmes/m000198c,2018-11-30,Kate Atkinson, novelist
Fri 30 Nov 2018,"Kate Atkinson, novelist",song,"Peter, Paul & Mary",This Land Is Your Land (Live In Japan 1967),https://www.bbc.co.uk/programmes/m000198c,2018-11-30,Kate Atkinson, novelist
Fri 30 Nov 2018,"Kate Atkinson, novelist",song,Leonard Cohen,Suzanne,https://www.bbc.co.uk/programmes/m000198c,2018-11-30,Kate Atkinson, novelist
Fri 30 Nov 2018,"Kate Atkinson, novelist",song,Royal Philharmonic Orchestra & D'Oyly Carte Opera Chorus,For he's gone and married Yum-Yum,https://www.bbc.co.uk/programmes/m000198c,2018-11-30,Kate Atkinson, novelist
Fri 30 Nov 2018,"Kate Atkinson, novelist",song,Miranda Lambert,The House That Built Me,https://www.bbc.co.uk/programmes/m000198c,2018-11-30,Kate Atkinson, novelist
Fri 30 Nov 2018,"Kate Atkinson, novelist",song,Ludwig van Beethoven,Symphonie Nr. 5 c-moll op.67 - 4. Allegro,https://www.bbc.co.uk/programmes/m000198c,2018-11-30,Kate Atkinson, novelist
Fri 23 Nov 2018,"Tracey Thorn, musican and writer",song,Frank Sinatra,You Make Me Feel So Young,https://www.bbc.co.uk/programmes/m0001826,2018-11-23,Tracey Thorn, musican and writer
Fri 23 Nov 2018,"Tracey Thorn, musican and writer",song,Diana Ross,I'm Still Waiting,https://www.bbc.co.uk/programmes/m0001826,2018-11-23,Tracey Thorn, musican and writer
Fri 23 Nov 2018,"Tracey Thorn, musican and writer",song,Patti Smith,Gloria,https://www.bbc.co.uk/programmes/m0001826,2018-11-23,Tracey Thorn, musican and writer
Fri 23 Nov 2018,"Tracey Thorn, musican and writer",song,John Martyn,Solid Air,https://www.bbc.co.uk/programmes/m0001826,2018-11-23,Tracey Thorn, musican and writer
Fri 23 Nov 2018,"Tracey Thorn, musican and writer",song,Led Zeppelin,Black Dog,https://www.bbc.co.uk/programmes/m0001826,2018-11-23,Tracey Thorn, musican and writer
Fri 23 Nov 2018,"Tracey Thorn, musican and writer",song,Evelyn “Champagne” King,Shame,https://www.bbc.co.uk/programmes/m0001826,2018-11-23,Tracey Thorn, musican and writer
Fri 23 Nov 2018,"Tracey Thorn, musican and writer",song,The Mamas & the Papas,Dream a little dream of me,https://www.bbc.co.uk/programmes/m0001826,2018-11-23,Tracey Thorn, musican and writer
Fri 23 Nov 2018,"Tracey Thorn, musican and writer",song,Daft Punk,One More Time,https://www.bbc.co.uk/programmes/m0001826,2018-11-23,Tracey Thorn, musican and writer
Sun 30 Dec 2018,"Hella Pick, journalist",song,SCHUBERT,"Quintet for piano and strings in A, 'The Trout': 5th movement: allegro giusto",https://www.bbc.co.uk/programmes/m00014y2,2018-12-30,Hella Pick, journalist
Sun 30 Dec 2018,"Hella Pick, journalist",song,Maurice Ravel,Melodie Hebraique: Kaddish,https://www.bbc.co.uk/programmes/m00014y2,2018-12-30,Hella Pick, journalist
Sun 30 Dec 2018,"Hella Pick, journalist",song,Keita Fodeba African Ensemble,Carolina,https://www.bbc.co.uk/programmes/m00014y2,2018-12-30,Hella Pick, journalist
Sun 30 Dec 2018,"Hella Pick, journalist",song,Paul Hörbiger,Fiakerlied,https://www.bbc.co.uk/programmes/m00014y2,2018-12-30,Hella Pick, journalist
Sun 30 Dec 2018,"Hella Pick, journalist",song,not listed,The Song of the Birds,https://www.bbc.co.uk/programmes/m00014y2,2018-12-30,Hella Pick, journalist
Sun 30 Dec 2018,"Hella Pick, journalist",song,Ludwig van Beethoven,Piano Sonata No.8 in C Minor Op 13 Pathetique - Adagio Cantabile,https://www.bbc.co.uk/programmes/m00014y2,2018-12-30,Hella Pick, journalist
Sun 30 Dec 2018,"Hella Pick, journalist",song,Franz Schubert,Gute Nacht,https://www.bbc.co.uk/programmes/m00014y2,2018-12-30,Hella Pick, journalist
Sun 30 Dec 2018,"Hella Pick, journalist",song,Wolfgang Amadeus Mozart,"Gente,gente, all'armi",https://www.bbc.co.uk/programmes/m00014y2,2018-12-30,Hella Pick, journalist
Fri 9 Nov 2018,"Vanley Burke, photographer",song,not listed,Field Recording of Jamaican Folk Music,https://www.bbc.co.uk/programmes/m00010pq,2018-11-09,Vanley Burke, photographer
Fri 9 Nov 2018,"Vanley Burke, photographer",song,Burning Spear,Man In The Hills,https://www.bbc.co.uk/programmes/m00010pq,2018-11-09,Vanley Burke, photographer
Fri 9 Nov 2018,"Vanley Burke, photographer",song,Millie Small,My Boy Lollipop,https://www.bbc.co.uk/programmes/m00010pq,2018-11-09,Vanley Burke, photographer
Fri 9 Nov 2018,"Vanley Burke, photographer",song,Linton Kwesi Johnson,Sonny's Lettah (Anti-Sus Poem),https://www.bbc.co.uk/programmes/m00010pq,2018-11-09,Vanley Burke, photographer
Fri 9 Nov 2018,"Vanley Burke, photographer",song,Haile Selassie,"Haile Selassie's address to the United Nations, 1963",https://www.bbc.co.uk/programmes/m00010pq,2018-11-09,Vanley Burke, photographer
Fri 9 Nov 2018,"Vanley Burke, photographer",song,Miles Davis & John Coltrane,Blue In Green,https://www.bbc.co.uk/programmes/m00010pq,2018-11-09,Vanley Burke, photographer
Fri 9 Nov 2018,"Vanley Burke, photographer",song,Nina Simone,I Wish I Knew (How It Would Feel To Be Free),https://www.bbc.co.uk/programmes/m00010pq,2018-11-09,Vanley Burke, photographer
Fri 9 Nov 2018,"Vanley Burke, photographer",song,Leo Graham,Not Giving Up,https://www.bbc.co.uk/programmes/m00010pq,2018-11-09,Vanley Burke, photographer
Fri 2 Nov 2018,Jacqueline Gold,song,Cyndi Lauper,Girls Just Want To Have Fun,https://www.bbc.co.uk/programmes/m0000xn3,2018-11-02,Jacqueline Gold,
Fri 2 Nov 2018,Jacqueline Gold,song,Donna Summer,I Feel Love,https://www.bbc.co.uk/programmes/m0000xn3,2018-11-02,Jacqueline Gold,
Fri 2 Nov 2018,Jacqueline Gold,song,KISS,I Was Made For Lovin' You,https://www.bbc.co.uk/programmes/m0000xn3,2018-11-02,Jacqueline Gold,
Fri 2 Nov 2018,Jacqueline Gold,song,Taylor Dayne,Tell It To My Heart,https://www.bbc.co.uk/programmes/m0000xn3,2018-11-02,Jacqueline Gold,
Fri 2 Nov 2018,Jacqueline Gold,song,Whitney Houston,My Love Is Your Love,https://www.bbc.co.uk/programmes/m0000xn3,2018-11-02,Jacqueline Gold,
Fri 2 Nov 2018,Jacqueline Gold,song,Spiller,Groovejet (If This Ain't Love) (feat. Sophie Ellis‐Bextor),https://www.bbc.co.uk/programmes/m0000xn3,2018-11-02,Jacqueline Gold,
Fri 2 Nov 2018,Jacqueline Gold,song,Rose Royce,Wishin' On A Star,https://www.bbc.co.uk/programmes/m0000xn3,2018-11-02,Jacqueline Gold,
Fri 2 Nov 2018,Jacqueline Gold,song,Mark Ronson,Uptown Funk (feat. Bruno Mars),https://www.bbc.co.uk/programmes/m0000xn3,2018-11-02,Jacqueline Gold,
Fri 2 Nov 2018,Jacqueline Gold,book,,The Secret by Rhonda Byrne,https://www.bbc.co.uk/programmes/m0000xn3,2018-11-02,Jacqueline Gold,
Fri 2 Nov 2018,Jacqueline Gold,luxury,,Her own feather pillow,https://www.bbc.co.uk/programmes/m0000xn3,2018-11-02,Jacqueline Gold,
Fri 26 Oct 2018,Venki Ramakrishnan,song,Johnny Cash,Ring Of Fire,https://www.bbc.co.uk/programmes/m0000st6,2018-10-26,Venki Ramakrishnan,
Fri 26 Oct 2018,Venki Ramakrishnan,song,Purandaradasa,Sakala Graha,https://www.bbc.co.uk/programmes/m0000st6,2018-10-26,Venki Ramakrishnan,
Fri 26 Oct 2018,Venki Ramakrishnan,song,Amir Khusro,Chhap Tilak Sab Chheeni,https://www.bbc.co.uk/programmes/m0000st6,2018-10-26,Venki Ramakrishnan,
Fri 26 Oct 2018,Venki Ramakrishnan,song,Simon & Garfunkel,America,https://www.bbc.co.uk/programmes/m0000st6,2018-10-26,Venki Ramakrishnan,
Fri 26 Oct 2018,Venki Ramakrishnan,song,Johann Sebastian Bach,Partita No. 2 d-moll BWV 1004 in D Minor - Ciaccona,https://www.bbc.co.uk/programmes/m0000st6,2018-10-26,Venki Ramakrishnan,
Fri 26 Oct 2018,Venki Ramakrishnan,song,Giacomo Puccini,O Mio Babbino Caro,https://www.bbc.co.uk/programmes/m0000st6,2018-10-26,Venki Ramakrishnan,
Fri 26 Oct 2018,Venki Ramakrishnan,song,Ludwig van Beethoven,Große Fuge op.133,https://www.bbc.co.uk/programmes/m0000st6,2018-10-26,Venki Ramakrishnan,
Fri 26 Oct 2018,Venki Ramakrishnan,song,Dvorak,Dvorak's Trio in F Minor Op.65 (Poco Adagio),https://www.bbc.co.uk/programmes/m0000st6,2018-10-26,Venki Ramakrishnan,
Fri 26 Oct 2018,Venki Ramakrishnan,book,,"The Feynman Lectures on Physics by Richard Feynman, Matthew Sands and Robert Leighton",https://www.bbc.co.uk/programmes/m0000st6,2018-10-26,Venki Ramakrishnan,
Fri 26 Oct 2018,Venki Ramakrishnan,luxury,,His wife's grand piano,https://www.bbc.co.uk/programmes/m0000st6,2018-10-26,Venki Ramakrishnan,
Fri 19 Oct 2018,Nile Rodgers,song,Chic,Le Freak,https://www.bbc.co.uk/programmes/m0000r6k,2018-10-19,Nile Rodgers,
Fri 19 Oct 2018,Nile Rodgers,song,The Beatles,A Day In The Life,https://www.bbc.co.uk/programmes/m0000r6k,2018-10-19,Nile Rodgers,
Fri 19 Oct 2018,Nile Rodgers,song,The Doors,The End,https://www.bbc.co.uk/programmes/m0000r6k,2018-10-19,Nile Rodgers,
Fri 19 Oct 2018,Nile Rodgers,song,The Jimi Hendrix Experience,Are You Experienced?,https://www.bbc.co.uk/programmes/m0000r6k,2018-10-19,Nile Rodgers,
Fri 19 Oct 2018,Nile Rodgers,song,Sister Sledge,We Are Family,https://www.bbc.co.uk/programmes/m0000r6k,2018-10-19,Nile Rodgers,
Fri 19 Oct 2018,Nile Rodgers,song,David Bowie,Let's Dance,https://www.bbc.co.uk/programmes/m0000r6k,2018-10-19,Nile Rodgers,
Fri 19 Oct 2018,Nile Rodgers,song,Daft Punk,Get Lucky,https://www.bbc.co.uk/programmes/m0000r6k,2018-10-19,Nile Rodgers,
Fri 19 Oct 2018,Nile Rodgers,song,Chic,Good Times,https://www.bbc.co.uk/programmes/m0000r6k,2018-10-19,Nile Rodgers,
Fri 19 Oct 2018,Nile Rodgers,book,,Moby-Dick by Herman Melville,https://www.bbc.co.uk/programmes/m0000r6k,2018-10-19,Nile Rodgers,
Fri 19 Oct 2018,Nile Rodgers,luxury,,His ‘Hitmaker’ guitar and an amp,https://www.bbc.co.uk/programmes/m0000r6k,2018-10-19,Nile Rodgers,
Fri 12 Oct 2018,Thea Musgrave,song,Thea Musgrave,Helios,https://www.bbc.co.uk/programmes/m0000n8t,2018-10-12,Thea Musgrave,
Fri 12 Oct 2018,Thea Musgrave,song,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor K. 550 - Molto allegro,https://www.bbc.co.uk/programmes/m0000n8t,2018-10-12,Thea Musgrave,
Fri 12 Oct 2018,Thea Musgrave,song,Ludwig van Beethoven,"Symphony No. 8 in F, Op. 93 - Allegro vivace",https://www.bbc.co.uk/programmes/m0000n8t,2018-10-12,Thea Musgrave,
Fri 12 Oct 2018,Thea Musgrave,song,Claudio Monteverdi,"Scene V ""Disprezzata Regina""",https://www.bbc.co.uk/programmes/m0000n8t,2018-10-12,Thea Musgrave,
Fri 12 Oct 2018,Thea Musgrave,song,Igor Stravinsky,Le Sacre du Printemps - Les Augure Printaniers - Danses Des Adolescents,https://www.bbc.co.uk/programmes/m0000n8t,2018-10-12,Thea Musgrave,
Fri 12 Oct 2018,Thea Musgrave,song,Thea Musgrave,Opening - Mary's Lullaby,https://www.bbc.co.uk/programmes/m0000n8t,2018-10-12,Thea Musgrave,
Fri 12 Oct 2018,Thea Musgrave,song,Richard Rodney Bennett,Lady Caroline Lamb - Elegy for viola and orchestra (1972 Digital Remaster): II.,https://www.bbc.co.uk/programmes/m0000n8t,2018-10-12,Thea Musgrave,
Fri 12 Oct 2018,Thea Musgrave,song,Benjamin Britten,"Serenade for tenor, horn and strings, Op. 31 - Prologue",https://www.bbc.co.uk/programmes/m0000n8t,2018-10-12,Thea Musgrave,
Fri 12 Oct 2018,Thea Musgrave,book,,An Anthology of World Poetry edited by Mark Van Doren,https://www.bbc.co.uk/programmes/m0000n8t,2018-10-12,Thea Musgrave,
Fri 12 Oct 2018,Thea Musgrave,luxury,,Two packs of playing cards,https://www.bbc.co.uk/programmes/m0000n8t,2018-10-12,Thea Musgrave,
Fri 5 Oct 2018,Tom Daley,song,Heather Small,Proud,https://www.bbc.co.uk/programmes/b0blhfpj,2018-10-05,Tom Daley,
Fri 5 Oct 2018,Tom Daley,song,Elvis Presley,Suspicious Minds,https://www.bbc.co.uk/programmes/b0blhfpj,2018-10-05,Tom Daley,
Fri 5 Oct 2018,Tom Daley,song,The Streets,Dry Your Eyes,https://www.bbc.co.uk/programmes/b0blhfpj,2018-10-05,Tom Daley,
Fri 5 Oct 2018,Tom Daley,song,Carpenters,Top Of The World,https://www.bbc.co.uk/programmes/b0blhfpj,2018-10-05,Tom Daley,
Fri 5 Oct 2018,Tom Daley,song,Eagles,Peaceful Easy Feeling,https://www.bbc.co.uk/programmes/b0blhfpj,2018-10-05,Tom Daley,
Fri 5 Oct 2018,Tom Daley,song,Ellie Goulding,How Long Will I Love You,https://www.bbc.co.uk/programmes/b0blhfpj,2018-10-05,Tom Daley,
Fri 5 Oct 2018,Tom Daley,song,Shaggy,Angel (feat. Rayvon),https://www.bbc.co.uk/programmes/b0blhfpj,2018-10-05,Tom Daley,
Fri 5 Oct 2018,Tom Daley,song,Avicii,Levels,https://www.bbc.co.uk/programmes/b0blhfpj,2018-10-05,Tom Daley,
Fri 5 Oct 2018,Tom Daley,book,,Harry Potter and the Philosopher’s Stone by J. K. Rowling,https://www.bbc.co.uk/programmes/b0blhfpj,2018-10-05,Tom Daley,
Fri 5 Oct 2018,Tom Daley,luxury,,An oven,https://www.bbc.co.uk/programmes/b0blhfpj,2018-10-05,Tom Daley,
Fri 28 Sep 2018,Henry Marsh,song,B.B. King,Better Not Look Down,https://www.bbc.co.uk/programmes/b0bkqb2t,2018-09-28,Henry Marsh,
Fri 28 Sep 2018,Henry Marsh,song,Ludwig van Beethoven,"String Quartet No. 15 in A Minor, Op. 132: III. Molto adagio",https://www.bbc.co.uk/programmes/b0bkqb2t,2018-09-28,Henry Marsh,
Fri 28 Sep 2018,Henry Marsh,song,Ivan Larionov,Kalinka,https://www.bbc.co.uk/programmes/b0bkqb2t,2018-09-28,Henry Marsh,
Fri 28 Sep 2018,Henry Marsh,song,Ry Cooder,How Can A Poor Man Stand Such Times And Live?,https://www.bbc.co.uk/programmes/b0bkqb2t,2018-09-28,Henry Marsh,
Fri 28 Sep 2018,Henry Marsh,song,Joan Armatrading,Down To Zero,https://www.bbc.co.uk/programmes/b0bkqb2t,2018-09-28,Henry Marsh,
Fri 28 Sep 2018,Henry Marsh,song,Franz Schubert,"String Quintet in C major, Adagio [2nd movement]",https://www.bbc.co.uk/programmes/b0bkqb2t,2018-09-28,Henry Marsh,
Fri 28 Sep 2018,Henry Marsh,song,Domenico Scarlatti,Sonata K95 in C,https://www.bbc.co.uk/programmes/b0bkqb2t,2018-09-28,Henry Marsh,
Fri 28 Sep 2018,Henry Marsh,song,Johann Sebastian Bach,"Matthäuspassion. Aria: ""Erbarme dich""",https://www.bbc.co.uk/programmes/b0bkqb2t,2018-09-28,Henry Marsh,
Fri 28 Sep 2018,Henry Marsh,book,,Teach yourself Ukrainian book,https://www.bbc.co.uk/programmes/b0bkqb2t,2018-09-28,Henry Marsh,
Fri 28 Sep 2018,Henry Marsh,luxury,,His garden shed with tools in it,https://www.bbc.co.uk/programmes/b0bkqb2t,2018-09-28,Henry Marsh,
Fri 21 Sep 2018,Danielle de Niese,song,New Radicals,You Get What You Give,https://www.bbc.co.uk/programmes/b0bjyw29,2018-09-21,Danielle de Niese,
Fri 21 Sep 2018,Danielle de Niese,song,Barbra Streisand,Evergreen,https://www.bbc.co.uk/programmes/b0bjyw29,2018-09-21,Danielle de Niese,
Fri 21 Sep 2018,Danielle de Niese,song,Wolfgang Amadeus Mozart,Mi Tradi (quell'alma ingrate K540C),https://www.bbc.co.uk/programmes/b0bjyw29,2018-09-21,Danielle de Niese,
Fri 21 Sep 2018,Danielle de Niese,song,Hamilton Grandison & De Paur Chorus,Christmas Present For Sallie,https://www.bbc.co.uk/programmes/b0bjyw29,2018-09-21,Danielle de Niese,
Fri 21 Sep 2018,Danielle de Niese,song,Frances Ruffelle & Michael Ball,A Little Fall of Rain,https://www.bbc.co.uk/programmes/b0bjyw29,2018-09-21,Danielle de Niese,
Fri 21 Sep 2018,Danielle de Niese,song,Coldplay,Swallowed in the Sea,https://www.bbc.co.uk/programmes/b0bjyw29,2018-09-21,Danielle de Niese,
Fri 21 Sep 2018,Danielle de Niese,song,Sergei Rachmaninov,Concerto for Piano and Orchestra no. 2 in C minor op. 18 (Adagio Sostenuto),https://www.bbc.co.uk/programmes/b0bjyw29,2018-09-21,Danielle de Niese,
Fri 21 Sep 2018,Danielle de Niese,song,Johann Sebastian Bach,"Was mir behagt, ist nur die muntre Jagd, Cantata BWV 208 - Schafe können sicher",https://www.bbc.co.uk/programmes/b0bjyw29,2018-09-21,Danielle de Niese,
Fri 21 Sep 2018,Danielle de Niese,book,,The Great Gatsby by F. Scott Fitzgerald,https://www.bbc.co.uk/programmes/b0bjyw29,2018-09-21,Danielle de Niese,
Fri 21 Sep 2018,Danielle de Niese,luxury,,A slide projector with all the photos she’s ever taken of her loved ones,https://www.bbc.co.uk/programmes/b0bjyw29,2018-09-21,Danielle de Niese,
Fri 10 Aug 2018,Pam Ayres,song,Tim van Eyken & Members of the War Horse Company Chorus,Only Remembered,https://www.bbc.co.uk/programmes/b0bd763r,2018-08-10,Pam Ayres,
Fri 10 Aug 2018,Pam Ayres,song,Alun Armstrong & Original 1985 London Cast,Master of the House,https://www.bbc.co.uk/programmes/b0bd763r,2018-08-10,Pam Ayres,
Fri 10 Aug 2018,Pam Ayres,song,Bob Dylan,The Times They Are A-Changin' ,https://www.bbc.co.uk/programmes/b0bd763r,2018-08-10,Pam Ayres,
Fri 10 Aug 2018,Pam Ayres,song,Neil Sedaka,Happy Birthday Sweet Sixteen,https://www.bbc.co.uk/programmes/b0bd763r,2018-08-10,Pam Ayres,
Fri 10 Aug 2018,Pam Ayres,song,Bruce Springsteen,Independence Day,https://www.bbc.co.uk/programmes/b0bd763r,2018-08-10,Pam Ayres,
Fri 10 Aug 2018,Pam Ayres,song,Tina Turner,The Best,https://www.bbc.co.uk/programmes/b0bd763r,2018-08-10,Pam Ayres,
Fri 10 Aug 2018,Pam Ayres,song,The Fureys & Davey Arthur,When You Were Sweet Sixteen,https://www.bbc.co.uk/programmes/b0bd763r,2018-08-10,Pam Ayres,
Fri 10 Aug 2018,Pam Ayres,song,Ruggero Leoncavallo,Vesti la Giubba,https://www.bbc.co.uk/programmes/b0bd763r,2018-08-10,Pam Ayres,
Fri 10 Aug 2018,Pam Ayres,book,,The Oxford Book of Humorous Prose: From William Caxton to P.G.Wodehouse by Frank Muir,https://www.bbc.co.uk/programmes/b0bd763r,2018-08-10,Pam Ayres,
Fri 10 Aug 2018,Pam Ayres,luxury,,A medicine cabinet including mosquito repellent,https://www.bbc.co.uk/programmes/b0bd763r,2018-08-10,Pam Ayres,
Fri 3 Aug 2018,Marianne Elliott,song,Katrina and the Waves,Walking On Sunshine,https://www.bbc.co.uk/programmes/b0bcfwxy,2018-08-03,Marianne Elliott,
Fri 3 Aug 2018,Marianne Elliott,song,"Peter, Paul & Mary",Leaving On A Jet Plane,https://www.bbc.co.uk/programmes/b0bcfwxy,2018-08-03,Marianne Elliott,
Fri 3 Aug 2018,Marianne Elliott,song,The Style Council,You're The Best Thing,https://www.bbc.co.uk/programmes/b0bcfwxy,2018-08-03,Marianne Elliott,
Fri 3 Aug 2018,Marianne Elliott,song,The Stone Roses,This Is The One,https://www.bbc.co.uk/programmes/b0bcfwxy,2018-08-03,Marianne Elliott,
Fri 3 Aug 2018,Marianne Elliott,song,The Smiths,"Please, Please, Please Let Me Get What I Want",https://www.bbc.co.uk/programmes/b0bcfwxy,2018-08-03,Marianne Elliott,
Fri 3 Aug 2018,Marianne Elliott,song,Olivia Chaney,The Dark Eyed Sailor,https://www.bbc.co.uk/programmes/b0bcfwxy,2018-08-03,Marianne Elliott,
Fri 3 Aug 2018,Marianne Elliott,song,Nick Drake,Northern Sky,https://www.bbc.co.uk/programmes/b0bcfwxy,2018-08-03,Marianne Elliott,
Fri 3 Aug 2018,Marianne Elliott,song,Björk,It's Oh So Quiet,https://www.bbc.co.uk/programmes/b0bcfwxy,2018-08-03,Marianne Elliott,
Fri 3 Aug 2018,Marianne Elliott,book,,Anthology of twentieth and twenty first century poetry written by women,https://www.bbc.co.uk/programmes/b0bcfwxy,2018-08-03,Marianne Elliott,
Fri 3 Aug 2018,Marianne Elliott,luxury,,"Bath with 3 taps – hot water, cold water and wine",https://www.bbc.co.uk/programmes/b0bcfwxy,2018-08-03,Marianne Elliott,
Fri 27 Jul 2018,Baroness Newlove,song,Andrew Strong & The Commitments,Mustang Sally,https://www.bbc.co.uk/programmes/b0bbnlyz,2018-07-27,Baroness Newlove,
Fri 27 Jul 2018,Baroness Newlove,song,Donny Osmond,Puppy Love,https://www.bbc.co.uk/programmes/b0bbnlyz,2018-07-27,Baroness Newlove,
Fri 27 Jul 2018,Baroness Newlove,song,The Gap Band,Oops Up Side Your Head,https://www.bbc.co.uk/programmes/b0bbnlyz,2018-07-27,Baroness Newlove,
Fri 27 Jul 2018,Baroness Newlove,song,John Travolta & Olivia Newton‐John,You're The One That I Want,https://www.bbc.co.uk/programmes/b0bbnlyz,2018-07-27,Baroness Newlove,
Fri 27 Jul 2018,Baroness Newlove,song,The Real Thing,You To Me Are Everything,https://www.bbc.co.uk/programmes/b0bbnlyz,2018-07-27,Baroness Newlove,
Fri 27 Jul 2018,Baroness Newlove,song,Bill Medley & Jennifer Warnes,(I've Had) The Time Of My Life,https://www.bbc.co.uk/programmes/b0bbnlyz,2018-07-27,Baroness Newlove,
Fri 27 Jul 2018,Baroness Newlove,song,Sting,Fields Of Gold,https://www.bbc.co.uk/programmes/b0bbnlyz,2018-07-27,Baroness Newlove,
Fri 27 Jul 2018,Baroness Newlove,song,Morecambe & Wise,Bring Me Sunshine,https://www.bbc.co.uk/programmes/b0bbnlyz,2018-07-27,Baroness Newlove,
Fri 27 Jul 2018,Baroness Newlove,book,,War and Peace by Leo Tolstoy,https://www.bbc.co.uk/programmes/b0bbnlyz,2018-07-27,Baroness Newlove,
Fri 27 Jul 2018,Baroness Newlove,luxury,,Lipstick,https://www.bbc.co.uk/programmes/b0bbnlyz,2018-07-27,Baroness Newlove,
Fri 20 Jul 2018,Billie Jean King,song,Aretha Franklin,Respect,https://www.bbc.co.uk/programmes/b0b9vgdj,2018-07-20,Billie Jean King,
Fri 20 Jul 2018,Billie Jean King,song,Diana Ross,Ain't No Mountain High Enough,https://www.bbc.co.uk/programmes/b0b9vgdj,2018-07-20,Billie Jean King,
Fri 20 Jul 2018,Billie Jean King,song,Nona Hendryx,Winds Of Change (Mandela To Mandela),https://www.bbc.co.uk/programmes/b0b9vgdj,2018-07-20,Billie Jean King,
Fri 20 Jul 2018,Billie Jean King,song,Gustav Holst,World In Union,https://www.bbc.co.uk/programmes/b0b9vgdj,2018-07-20,Billie Jean King,
Fri 20 Jul 2018,Billie Jean King,song,Sara Bareilles,If I Dare (from Battle of the Sexes),https://www.bbc.co.uk/programmes/b0b9vgdj,2018-07-20,Billie Jean King,
Fri 20 Jul 2018,Billie Jean King,song,Dusty Springfield,You Don't Have To Say You Love Me,https://www.bbc.co.uk/programmes/b0b9vgdj,2018-07-20,Billie Jean King,
Fri 20 Jul 2018,Billie Jean King,song,Elton John Band,Philadelphia Freedom,https://www.bbc.co.uk/programmes/b0b9vgdj,2018-07-20,Billie Jean King,
Fri 20 Jul 2018,Billie Jean King,song,The Beatles,Hey Jude,https://www.bbc.co.uk/programmes/b0b9vgdj,2018-07-20,Billie Jean King,
Fri 20 Jul 2018,Billie Jean King,luxury,,Scrapbook of photos of her family,https://www.bbc.co.uk/programmes/b0b9vgdj,2018-07-20,Billie Jean King,
Fri 20 Jul 2018,Billie Jean King,book,,"Oh, the Places You'll Go! by Dr. Seuss",https://www.bbc.co.uk/programmes/b0b9vgdj,2018-07-20,Billie Jean King,
Fri 13 Jul 2018,Philip Treacy,song,Angelic & Daz Bailey,It's My Turn 2009 (Daz Bailey Radio Edit),https://www.bbc.co.uk/programmes/b0b90wpt,2018-07-13,Philip Treacy,
Fri 13 Jul 2018,Philip Treacy,song,Michael Jackson & Andrea Crouch Singers,Will You Be There,https://www.bbc.co.uk/programmes/b0b90wpt,2018-07-13,Philip Treacy,
Fri 13 Jul 2018,Philip Treacy,song,Andy Williams,Danny Boy,https://www.bbc.co.uk/programmes/b0b90wpt,2018-07-13,Philip Treacy,
Fri 13 Jul 2018,Philip Treacy,song,Culture Club,Do You Really Want To Hurt Me,https://www.bbc.co.uk/programmes/b0b90wpt,2018-07-13,Philip Treacy,
Fri 13 Jul 2018,Philip Treacy,song,Roxy Music,Avalon,https://www.bbc.co.uk/programmes/b0b90wpt,2018-07-13,Philip Treacy,
Fri 13 Jul 2018,Philip Treacy,song,Grace Jones,Walking In The Rain,https://www.bbc.co.uk/programmes/b0b90wpt,2018-07-13,Philip Treacy,
Fri 13 Jul 2018,Philip Treacy,song,Kate Bush,Oh To Be In Love,https://www.bbc.co.uk/programmes/b0b90wpt,2018-07-13,Philip Treacy,
